date,content,subject,summary
"Fri, 16 Apr 2021 07:59:54 +0000","Plein de produits à prix réduits

Dès 15% de réduction sur nos produits préférés !

Chaque semaine, des nouvelles promos à découvrir dans notre rubrique “Bons Plans” : des fruits & légumes de saison, du fromage de nos petits producteurs, des bonbons bio et végétaux… L’occasion parfaite pour découvrir le thé glacé bio BOS & le kombucha, nos pépites rafraîchissantes du moment !
",Des bonnes affaires dans cet email?,Une newsletter de Frichti concernant les bons plans de la semaine avec des remises allant jusqu'à 15%.
"Fri,  6 May 2022 16:30:02 +0000","Découvrez les kits recettes de Whoogy’s sur Frichti !

Les kits recettes de l’espace de Whoogy’s sont disponibles sur notre site !
Alors, si vous aussi vous adorez le piment d’Espelette, vous êtes au bon endroit !
Profitez de 10€ offerts sur nos kits recettes dès 20€ d'achat avec le code* :
",Et ça part sur les kits recettes de Whoogy’s ! 🤤?,Une newsletter de Frichti concernant les kits de recettes de Whoogy's avec un code promo de 10 euros.
"Fri,  6 May 2022 16:00:19 +0000","Découvrez les kits recettes de Whoogy’s sur Frichti !

Les kits recettes de l’espace de Whoogy’s sont disponibles sur notre site !
Alors, si vous aussi vous adorez le piment d’Espelette, vous êtes au bon endroit !
Profitez de 10€ offerts sur nos kits recettes dès 20€ d'achat avec le code* :
",Et ça part sur les kits recettes de Whoogy’s ! 🤤?,"Une newsletter de Frichti concernant les kits recettes de l'espace Whoogy's. Si vous aimez le piment d'Espelette, vous êtes au bon endroit ! Profitez de 10€ de réduction sur vos"
"Mon, 11 Oct 2021 15:33:12 +0000","Des produits incroyables aux meilleurs prix !

La marque du bon, pas cher

Parce qu’on veut continuer de rendre le bien-manger accessible à tous,
on s’est dit que le plus simple serait de créer notre propre marque !
Après avoir référencé sur notre supermarché plus de 1 500 produits sains & gourmands et tous les essentiels du quotidien, on a décidé d'aller encore plus loin pour prouver que le bien-manger et la praticité sans se ruiner peuvent rimer.

Frichti Everyday, c'est pas cher, c'est facile et pour tous les jours !
Vous n’avez pas encore testé Frichti Everyday ?
5€ offerts dès 30€ d’achat
pour découvrir avec le code*:
",🔊 5€ offerts pour découvrir notre nouvelle marque ! 💥?,Une newsletter de Frichti concernant une nouvelle marque accessible et peu chère avec un code promo de 5 euros.
"Tue, 15 Mar 2022 17:09:40 +0000","Embarquez pour un voyage aussi rapide que bon…

Sur le pas de votre porte, vos kits recettes du monde entier atterrissent.
Rapide, et facile, pas plus de 10min de préparation !
Alors, vous visitez quel pays ce soir ?
",10€ offerts sur nos kits recettes autour du monde 🏝?,"Une newsletter de Frichti concernant les kits recettes du monde entier. Avec 10€ de réduction, ils sont rapides à préparer (10 minutes max) et il y en a pour tous les goûts."
"Tue, 15 Mar 2022 16:30:23 +0000","Embarquez pour un voyage aussi rapide que bon…

Sur le pas de votre porte, vos kits recettes du monde entier atterrissent.
Rapide, et facile, pas plus de 10min de préparation !
Alors, vous visitez quel pays ce soir ?
",10€ offerts sur nos kits recettes autour du monde 🏝?,Une newsletter de Frichti concernant un code promo de 10€ pour les kits recettes autour du monde.
"Sat, 28 Mar 2020 16:59:49 +0000","Notre sélection pour vos apéros du week-end

Vous l’aviez oublié, mais aujourd’hui c’est samediii ! Ce qui signifie que vous êtes officiellement autorisé à prendre l’apéro. Profitez-en pour appeler tous vos copains sur FaceTime et, au passage, déguster quelques-uns de nos super produits.
Que diriez-vous d’une magnifique burrata des Pouilles avec une Gallia IPA brassée à Paris et une tapenade d’olive de Kalamata ?
Et surtout, on n'oublie pas d’applaudir à 20h !
",Euh… On est samedi ??,"Une newsletter de Frichti concernant les produits qu'ils ont à proposer pour l'apéro du week-end, notamment une burrata, une Gallia IPA et une tapenade d'olive."
"Sun, 12 Apr 2020 08:05:00 +0000","15 œufs cachés partout sur notre site. 

1 000€ de courses offerts dans notre SUPER Marché

On vous a concocté un grand jeu pour fêter Pâques aujourd’hui ! On a caché partout sur le site, et rien que sur le site, plusieurs œufs avec une lettre et une couleur sur chacun d’eux. Reconstituez chaque mot de chaque couleur pour essayer de remporter des cadeaux et le gros lot.

Ne perdez pas de temps ! Gooooo !
",Ouvrez grand les yeux pour trouver les cadeaux?,Une newsletter de Frichti concernant un jeu-concours avec 15 œufs en chocolat cachés sur leur site web pour gagner des cadeaux et le gros lot de 1000 euros de courses en ligne.
"Thu, 22 Nov 2018 09:37:51 +0000","Nathan vous a offert un fromage affiné pour une joie lactée ! Il vous suffira de le mettre dans votre panier quand vous passerez votre commande

Il faudra penser à dire merci !

Nathan vous a offert un fromage affiné pour une joie lactée !

Il vous suffira de le mettre dans votre panier quand vous passerez votre 1ère commande Frichti et d'utiliser le code* :

FROMAGE-N18IF
",Un cadeau choisi pour vous par Nathan?,"Une newsletter de Frichti concernant un cadeau choisi pour vous par Nathan, un fromage affiné."
"Thu, 14 Jul 2022 16:19:38 +0000","De nouveaux produits en promo toutes les semaines !

Laissez tomber vos problèmes, venez avec nous manger ! 😋

Besoin d’un café pour vous lever du bon pied ?
Profitez de nos offres sur les capsules : un pack acheté, un pack offert !

Et pour le goûter, on vous propose des marshmallows, des crèmes glacées noisette ou chocolat à prix tout doux pour votre estomac et votre porte-monnaie.

Et parce qu’on aime vous régaler dans tous les sens du terme : plein d’autres petits prix à découvrir sur notre site et application 🤑
En ce moment, profitez de 20€ offerts sur votre 1ère commande avec le code* :
RENCONTRE20
",Les Frichti Deals font leur grand retour ! 🤑?,Une newsletter de Frichti concernant les différents types de produits en promotion cette semaine. Le code RENCONTRE20 donne 20€ de réduction sur la première commande.
"Thu, 17 Feb 2022 17:15:09 +0000","Le ticket le moins cher du marché !

Votre supermarché frais et pas cher !

Vous le savez déjà, Frichti c’est avant tout foodilicious !
Mais aujourd’hui, Frichti, c’est encore plus, pour vous rendre la vie encore meilleure !

C’EST VOTRE SUPERMARCHÉ EN VRAIMENT SUPER, ET EN VRAIMENT VRAIMENT PAS CHER !

Vous nous croyez pas ? On laisse le ticket vous convaincre.
Sur un panier identique, c’est 6€ d'économies avec Frichti versus le supermarché du coin.

Comment c’est possible ? Grâce au Direct-Producteur.
Pour n’avoir que du bon dans nos rayons, on réceptionne des produits frais tous les jours. C'est pour cela que nos fruits & légumes ont plein de goût et que notre pain est toujours super frais, et tout ça à prix mini !

Et en ce moment, 20€ offerts sur votre 1ère commande avec le code*:
RENCONTRE20
",L’addition qui changera votre vie 👛?,Une newsletter de Frichti concernant leur promotion actuelle de 20€ offerts sur une première commande.
"Thu, 17 Feb 2022 17:01:29 +0000","Le ticket le moins cher du marché !

Votre supermarché frais et pas cher !

Vous le savez déjà, Frichti c’est avant tout foodilicious !
Mais aujourd’hui, Frichti, c’est encore plus, pour vous rendre la vie encore meilleure !

C’EST VOTRE SUPERMARCHÉ EN VRAIMENT SUPER, ET EN VRAIMENT VRAIMENT PAS CHER !

Vous nous croyez pas ? On laisse le ticket vous convaincre.
Sur un panier identique, c’est 6€ d'économies avec Frichti versus le supermarché du coin.

Comment c’est possible ? Grâce au Direct-Producteur.
Pour n’avoir que du bon dans nos rayons, on réceptionne des produits frais tous les jours. C'est pour cela que nos fruits & légumes ont plein de goût et que notre pain est toujours super frais, et tout ça à prix mini !

Dès maintenant et jusqu'à 21h, profitez de 20% offerts dès 20€ d'achat avec le code* :
",L’addition qui changera votre vie 👛?,Une newsletter de Frichti concernant leurs prix bas par rapport à d'autres supermarchés. Ils expliquent que c'est possible grâce à leur mode de production en passant directement par les producteurs. Les clients pe
"Mon, 10 May 2021 09:04:39 +0000","Indice : elle est à l’Ouest et on s'y sent gavé bien

Indice : elle est à l’Ouest et on s'y sent gavé bien

Vous avez deviné ? On débarque à Bordeaux ! Et on réserve plein de surprises aux Bordelais : dans les 1ères commandes, pour les plus chanceux, un ticket d'or d'une valeur de 500€ de courses ! De quoi se faire plaisir et goûter tous nos super produits.

Partagez l'info à vos proches, pour qu'ils ne loupent rien !
",Après Paris et Lyon... on continue  🔥?,Une newsletter de Frichti concernant l'arrivée de l'entreprise à Bordeaux. Les premières commandes contiendront un ticket d'or d'une valeur de 500€.
"Mon, 10 May 2021 08:24:41 +0000","Indice : elle est à l’Ouest et on s'y sent gavé bien

Indice : elle est à l’Ouest et on s'y sent gavé bien

Vous avez deviné ? On débarque à Bordeaux ! Et on réserve plein de surprises aux Bordelais : dans les 1ères commandes, pour les plus chanceux, un ticket d'or d'une valeur de 500€ de courses ! De quoi se faire plaisir et goûter tous nos super produits.

Partagez l'info à vos proches, pour qu'ils ne loupent rien !
",Après Paris et Lyon... on continue  🔥?,"Une newsletter de Frichti concernant son arrivée à Bordeaux, avec pour les premières commandes un ticket d'or d'une valeur de 500€."
"Mon, 28 Sep 2020 07:54:39 +0000","Découvrez les Bentos KUMO X FRICHTI au menu du jour

Un déjeuner bon et sain en 2 coups de baguettes

Ça fait plusieurs semaines qu’on a imaginé avec les chefs Kumo, les 3 recettes de Bento idéales pour votre déjeuner. Résultat : une salade de saison avec chou, carotte & courgette pour la fraîcheur, des aubergines au miso, du saumon ASC, un œuf mollet mariné ou encore des mini rolls trop gourmands !

C’est Bento l’heure de manger non ?
","Leo, il est Bento pour être au bureau?","Une newsletter de Frichti concernant les Bentos KUMO X FRICHTI, qui sont des déjeuners complets et sains en 2 coups de baguettes."
"Wed,  6 Jul 2022 07:34:30 +0000","

Bon plan : vos bouteilles preférées à prix-mini !

L'apéro c’est convivial et il paraît que vous aimez la convivialité.
Alors bonne nouvelle n°1, c’est maintenant pour profiter de notre vente privée de folie*
",🚨VENTES PRIVÉES À 9H : QUANTITÉS LIMITÉES 🍺🍸🍹?,Une newsletter de Frichti concernant une vente privée à 9H avec des bouteilles à prix mini.
"Wed,  6 Jul 2022 07:14:41 +0000","

Bon plan : vos bouteilles preférées à prix-mini !

L'apéro c’est convivial et il paraît que vous aimez la convivialité.
Alors bonne nouvelle n°1, c’est maintenant pour profiter de notre vente privée de folie*
",🚨VENTES PRIVÉES À 9H : QUANTITÉS LIMITÉES 🍺🍸🍹?,"Une newsletter de Frichti concernant une vente privée à 9h, avec des quantités limitées de bouteilles d'alcool."
"Sun, 22 Mar 2020 10:04:42 +0000","Nos idées de recettes préférées.

Des recettes ultra simples pour tous les goûts

S’il y a bien un moyen de faire passer le temps plus vite, c’est d’aller derrière les fourneaux. Pour éviter une autre dispute avec votre moitié dans vos 18m2 ou pour occuper les mômes au moins 15 minutes… on vous propose plein d’idées de recettes simples et gourmandes à refaire chez vous. Et s’il vous manque un ingrédient, commandez le en 1 clic dans notre -Super- Marché !
",Apparement vous avez beaucoup de temps libre?,Une newsletter de Frichti concernant des recettes faciles à faire pendant le confinement.
"Sun,  8 May 2022 08:49:35 +0000","Le brunch à petit prix, c’est chez Frichti !

Pour un vrai brunch, c'est par ici 👇

On a tout ce qu’il faut pour vous régaler aussi chez vous : des produits frais et de qualité à petit prix pour un brunch réussi !

Du jus de pomme à 2,25€ pour faire le plein de vitamines, des fraises Ciflorette à 3,99€ à dévorer sans modération ou de la poitrine de porc fumée de la Cochonnaille d'Olivier à 2,10€ pour accompagner vos œufs brouillés.

Dimanche, on brunch chez Frichti !
En ce moment, profitez de 20€ offerts sur votre 1ère commande avec le code* :
RENCONTRE20
","Dimanche, brunch au lit 🍳🧇🥓?",Une newsletter de Frichti concernant un brunch à petit prix. Il y a une promotion de 20€ offerts sur la première commande avec le code RENCONTRE20.
"Sun,  8 May 2022 08:09:38 +0000","Le brunch à petit prix, c’est chez Frichti !

Pour un vrai brunch, c'est par ici 👇

On a tout ce qu’il faut pour vous régaler aussi chez vous : des produits frais et de qualité à petit prix pour un brunch réussi !

Du jus de pomme à 2,25€ pour faire le plein de vitamines, des fraises Ciflorette à 3,99€ à dévorer sans modération ou de la poitrine de porc fumée de la Cochonnaille d'Olivier à 2,10€ pour accompagner vos œufs brouillés.

Dimanche, on brunch chez Frichti !
Profitez de 15€ offerts sur les kits recettes dès 40€ d'achat sur vos courses pendant tout le weekend avec le code* :
KIT15
","Dimanche, brunch au lit 🍳🧇🥓?",Une newsletter de Frichti concernant leur brunch à petit prix. Les lecteurs peuvent profiter de 15€ de rabais sur les kits de recettes avec le code KIT15.
"Thu, 26 Nov 2020 17:34:40 +0000","Noël est à la carte !

Noël approche, découvrez nos dernières trouvailles pour les Fêtes

Ça fait 1 an que vous les attendiez et ils sont enfin de retour. Champagne, foie gras, truffe et même caviar, vous méritez de finir l'année autour d'une bonne tablée ! Pour les gourmands, on n'a pas oublié le principal : le chocolat, avec des créations signées Yann Couvreur, Christophe Michalak, et Pierre Marcolini, élu meilleur pâtissier du monde !
",Votre invitation à notre Festin de Noël?,"Une newsletter de Frichti concernant les dernières trouvailles culinaires pour les fêtes de Noël, avec une sélection de produits de haute qualité."
"Wed, 15 May 2019 13:15:08 +0100","Noël est à la carte !

Noël approche, découvrez nos dernières trouvailles pour les Fêtes

Ça fait 1 an que vous les attendiez et ils sont enfin de retour. Champagne, foie gras, truffe et même caviar, vous méritez de finir l'année autour d'une bonne tablée ! Pour les gourmands, on n'a pas oublié le principal : le chocolat, avec des créations signées Yann Couvreur, Christophe Michalak, et Pierre Marcolini, élu meilleur pâtissier du monde !
",X-Entrepreneurship // We have some news for you ! ,Une newsletter de Frichti concernant leurs dernières trouvailles de produits de Noël.
"Thu, 16 Dec 2021 08:01:02 +0000","🚨 RDV à 9h pour profiter de nos offres d’exception 💰

L’exception à prix canon

Découvrez vite nos produits d’exception à prix coûtant ! Du Champagne Maison Horiot à 14€90 (2̶5̶€̶0̶0̶), un Magnum Les Darons à 11€90 (1̶5̶€̶5̶0̶), du Saumon fumé à 16€90 (2̶3̶€̶8̶0̶), du Caviar Baeri à 33€00 (5̶9̶€̶4̶0̶), un panier à la truffe si parfumé à 19€90 (3̶1̶€̶1̶0̶)... Vous les voulez tous ? Nous aussi !

Les quantités sont limitées alors dépêchez-vous pour tous les shopper !
",Dernière chance de goûter aux prix coûtant ! 😱?,Une newsletter de Frichti concernant une vente à prix coûtant.
"Wed, 18 Mar 2020 14:16:10 +0000","Votre petite série, vos sushis Côté Sushi avec du poisson issu de la pêche responsable, pour moins de 15€ par personne. Le marché, tout le monde aime 

Le marché, tout le monde aime y aller. Ou plutôt l'idée d'y aller.
On vous livre chez vous des produits choisis avec soin, au prix juste.
","Qu'est ce qu'on vous sert aujourd'hui, Leo ??",Une newsletter de Frichti concernant leur offre de produits issus de la pêche responsable.
"Mon,  7 Feb 2022 17:30:40 +0000","Exclu : découvrez votre top 5

C'est facile de bien manger

Chez Frichti, notre mission est de permettre à tous de bien manger, moins cher et de réinventer le supermarché : le supermarché du bon, responsable, transparent, pratique et moins cher. Pour passer notre Frichti test, les produits doivent avoir vraiment tout bon et respecter notre charte qualité :

- Origine France et respect de la saisonnalité. Si on a du mal à en trouver certains dans l’Hexagone, on choisit des produits en Europe.
- On privilégie les meilleurs labels, garants de pratiques agricoles durables et sociales.
- 50 additifs et ingrédients controversés bannis de tous nos rayons : #teamNOhuiledepalme #teamNOglutamate
- Listes d’ingrédients courtes.
Et en ce moment, 20€ offerts sur votre 1ère commande avec le code*:
RENCONTRE20
","Frichti, engagé pour vous 🤝?","Une newsletter de Frichti concernant l'engagement de l'entreprise en faveur d'une alimentation saine, responsable et moins chère. Elle explique que les produits proposés respectent une charte qualité exige"
"Mon,  7 Feb 2022 17:00:15 +0000","Exclu : découvrez votre top 5

C'est facile de bien manger

Chez Frichti, notre mission est de permettre à tous de bien manger, moins cher et de réinventer le supermarché : le supermarché du bon, responsable, transparent, pratique et moins cher. Pour passer notre Frichti test, les produits doivent avoir vraiment tout bon et respecter notre charte qualité :

- Origine France et respect de la saisonnalité. Si on a du mal à en trouver certains dans l’Hexagone, on choisit des produits en Europe.
- On privilégie les meilleurs labels, garants de pratiques agricoles durables et sociales.
- 50 additifs et ingrédients controversés bannis de tous nos rayons : #teamNOhuiledepalme #teamNOglutamate
- Listes d’ingrédients courtes.
","Frichti, engagé pour vous 🤝?",Une newsletter de Frichti concernant l'engagement de l'entreprise envers la qualité et l'origine des produits.
"Tue, 27 Apr 2021 16:44:44 +0000","Et toujours la livraison en illimitée pour 3€99/mois

Et toujours la livraison en illimitée pour 3€99/mois

C’est le moment de vous faire plaisir avec des courses super fraîches ! En vous abonnant à Frichti+, vous ne payez plus de frais à chaque commande* et vous bénéficiez jusqu’au 9 mai de 20% de réduction sur votre panier avec le code","-20% sur vos courses, ça vous tente ??","Une newsletter de Frichti concernant les avantages que prendront les clients en s'abonnant à leur service, avec 20% de réduction sur leur prochaine commande."
"Wed, 17 Mar 2021 09:04:50 +0000","Petit don et GROS CADEAUX !

100% des gains récoltés sont reversés aux Restos du Cœur de Paris

1 € = 1 ticket de tombola. Sympa.
1 ticket de tombola = une chance de gagner un dîner étoilé, une masterclass ou un livre dédicacé. Très sympa.
10 tickets achetés = encore plus de chance de gagner. Super sympa !

Tirage au sort le 7 mai. Alors, vous voulez gagner quoi ?
",Vous avez pris votre ticket ??,"Une newsletter de Frichti concernant une tombola où 100% des gains sont reversés aux Restos du Cœur de Paris. 1 ticket de tombola coûte 1€. Parmi les différents lots à gagner, il y"
"Tue, 21 Sep 2021 10:04:49 +0000","Sélection à -30% !

Retrouvez nos meilleures bouteilles à -30% !

Envie d’un blanc sec de Bourgogne, d’un Côte du Rhône BIO élégamment fruité, d’un Pins des Dunes rosé du Bordelais, d'un pétillant Lambrusco
ou d'un Saint Emilion Grand Cru AOP ?
Cette semaine seulement, profitez de notre Foire aux Vins pour tous les goûter, on offre -30%* sur nos meilleures bouteilles !
Et pour faire plaisir à tout le monde, on propose aussi du cidre brut
et du poiré dans cette sélection à prix canons.

C’est le moment de découvrir une super bouteille
ou de refaire complètement votre cave !
",La Foire aux Vins est ouverte ! 🥳 🍷?,Une newsletter de Frichti concernant leur foire aux vins. Il y a une sélection de vins à -30%.
"Thu, 12 Aug 2021 15:14:37 +0000","🚨 BBQ alerte : belle brochette de promos

C’est l’heure du barbecue !

Que ce soit en famille ou entre amis, on a pensé à tout pour que vous profitiez d’un bon barbecue au soleil.
Entre viandes françaises prêtes à griller, chips, poivrons rouges, tomates cerises, vins, bières… On a de tout !
Dégustez nos meilleurs produits, livrés en 15 min.

Et ce soir seulement, une belle brochette de promos vous attend :
-20% sur toute notre sélection barbecue !
",-20% sur notre sélection barbecue 🍗🌶️🍻?,Une newsletter de Frichti concernant les barbecues. Il y a -20% sur toute la sélection barbecue sur le site.
"Fri, 22 Oct 2021 15:19:49 +0000","Vous allez la kiffer avec Frichti Everyday 

Pour une charcuterie direct to votre raclette

On est allé chercher les meilleurs produits auprès des meilleurs producteurs.
Charcutier emblématique de l’Anjou, Olivier vous prépare les plus belles tranches pour la plus bonne des raclettes.

Avec notre propre marque Frichti Everyday, le bon n’a jamais été aussi proche de chez vous... et pas cher.

Profitez de promos* bien tranchées pour votre raclette party !
Pendant tout le week-end, 10€ offerts dès 50€ d'achat avec le code", 10€ offerts pour charcuter votre raclette 🥓?,Une newsletter de Frichti concernant une promotion pour le week-end où l'on peut obtenir 10€ en achetant pour au moins 50€ de produits avec le code.
"Wed,  3 Feb 2021 09:15:52 +0000","Un croque-monsieur imaginé par le restaurant Vida

À déguster directement dans Kitchen, ou à cuisiner chez vous dans Market

Laury Thilleman & Juan Arbelaez ont imaginé un croque-monsieur ultra fondant avec un filet de poulet mariné 24h dans du tamari et du curry, une béchamel végétale étonnante au bouillon de légumes et une touche de fraîcheur grâce à la cébette.
Que des bons ingrédients pour une recette healthy et ultra gourmande !
",Ce plat est à croquer?,"Une newsletter de Frichti concernant un nouveau plat, un croque-monsieur au poulet avec béchamel végétale et cébette, imaginé par les restaurateurs Vida."
"Tue, 24 Jan 2023 17:04:46 +0000","L'occasion de se faire une maxi soirée raclette !

Nos raclettes en promotion de foliiiiie 🧀

Pour tous nos cheese lovers : on ne vous oublie pas. Foncez sur nos raclettes en promotion : nature, fumée, au poivre... il y en a pour tout le monde !

Plus qu'à chopper des pommes de terre grenaille (à éplucher ou pas vaste débat), de la rosette, des tranches de jambon tranché...

...et notre nouveau vin blanc Frichti Everyday*. Un délicieux vin de cépage chardonnay de la région Val de Loire au parfum délicatement sucré et aux arômes de fleurs blanches. La base pour partager une raclette avec vos proches...

... sans oublier les cornichons ! La base aussi.

Profitez de -20%",Nos raclettes en promo 🧀?,Une newsletter de Frichti concernant une promotion de -20% sur les raclettes.
"Wed, 18 Aug 2021 16:34:36 +0000","De saison et français 🇫🇷

Gros choix de fruits & légumes de saison à prix canons

Envie de poivrons, haricots verts, nectarines, melon ou pastèque ?
On a tout ça !
Faites le plein de fruits & légumes d’été pour préparer vos meilleures salades, poêlées ou tartes.
On privilégie le direct producteur pour vous proposer des fruits & légumes super frais cultivés par des agriculteurs français. ❤️

Et comme il y a moins d’intermédiaires, c’est moins cher !
JE FAIS LE PLEIN DE FRUITS & LÉGUMES 

1 concombre
Loiret

2 melons
Provence

5 pêches blanches
Provence

1 artichaut Castel
Bretagne

4 aubergines noires
Lot-et-Garonne

Abricots - 500g
Provence

Tomates grappe Altabella - 350g
Bretagne

3 figues de Solliès
Var

1 mini-pastèque
Provence

",Plutôt 🍆 ou 🍑 ??,"Une newsletter de Frichti concernant des fruits et légumes de saison en provenance de France. On y trouve des concombres, melons, pêches, artichauts, aubergines, abricots, tomates, figues et"
"Mon, 18 Jul 2022 16:39:31 +0000","Vos essentiels de l’été sont disponibles sur Frichti !

What time is it ? Summer time !

Mixer gourmandise & fraîcheur pour l’été :
Un melon, du prosciutto, un verre de rosé & le tour est joué !
Nos kits recettes fraîcheur pour découvrir plein de nouvelles recettes summer ! Les dîners d’été on adore, et avec des produits direct-producteur c’est encore meilleur !
En ce moment, profitez de 20€ offerts sur votre 1ère commande avec le code* :
RENCONTRE20
",Comme un goût de vacances 🏖?,Une newsletter de Frichti concernant les produits de l'été et les recettes summer avec un code promo de 20€.
"Wed,  5 Aug 2020 07:59:41 +0000","Une sélection de produits à découvrir pour l’apéritif

Nos meilleures trouvailles pour vos apéros d’été !

Un petit rosé bien frais du Ventoux dans une main, un toast de caviar d’aubergine bien onctueux dans l’autre, et une planche de jambon ibérique découpé par un vrai Maître Cortador, ça fait rêver non ?

Surtout quand on sait que ces produits sont artisanaux & prêts à être dégustés tout de suite… et qu’à part appeler les copains, il n’y a rien d’autre à faire !
","Leo, n’oubliez pas votre rdv de 19h !?",Une newsletter de Frichti concernant une sélection de produits à découvrir pour l’apéritif. Les produits sont artisanaux et prêts à être dégustés tout de suite.
"Tue, 23 Nov 2021 17:39:53 +0000","Et 20€ de courses délicieuses offertes

Des promos givrées pour un Noël de folie

Le père Noël commence son service le 24 décembre seulement, alors on a décidé de vous couvrir de cadeaux et promos dès maintenant !

Ventes privées d'exception à prix coûtant, plus de 50 promos de folie...
Et 130 nouveaux produits pour vous proposer uniquement le meilleur à prix mini !
Et pour encore plus de promos,
20€ offerts sur votre première commande avec le code*:
RENCONTRE20
PS : Le père Frichti a investi dans un traineau super turbo pour vous livrer vos courses de Noël en 15 minutes seulement.
JE PROFITE DE MES 20€ OFFERTS 

4 tranches de saumon fumé supérieur - 140g
Écosse

Crème de marron - 250g
🇫🇷 France

Toasts canapés nature - 280g
🇫🇷 France

Chocolat au lait aux noisettes bio - 100g
Suisse

Crevettes décortiquées - 100g
Amérique du Sud

Petit panettone Augusta - 100g
🇫🇷 France

Billes chèvre figue -
90g
🇫🇷 France

Barre nougat de Montélimar - 50g
🇫🇷 France

Bulots précuits - 500g
🇫🇷 France

Brouilly 2018 AOP - Beaujolais - 75cl
🇫🇷 France

Chips de Madrid à la truffe
Espagne

16 blinis cocktail - 135g
🇫🇷 France

",Les promos du père Frichti sont arrivées 🎅🏼 🎁 💰?,"Une newsletter de Frichti concernant ses promos pour Noël. Il y a des ventes privées, des promos, de nouveaux produits et on peut obtenir 20 euros de réduction sur sa première commande a"
"Sat, 27 Nov 2021 09:39:43 +0000","Et un bon cadeau de 10€ 😉

Et si on vous rendait la vie encore plus facile ?

Du nouveau sur l'appli Frichti ! On vient de créer deux nouvelles catégories personnalisées, juste pour vous :
✔️ ""Votre top 20"" : les 20 produits que vous commandez le plus, rassemblés dans une même catégorie.
✔️ ""Vos paniers récents"" : vos 3 dernières commandes, à retrouver en un clic !

Chez Frichti, vous commandez en un clic vos essentiels du quotidien, on vous les livre en 15 min chrono !

Alors, quel est votre produit Frichti favori ?
Partagez vos meilleurs pêchés mignons avec vos potes et sur Insta en taggant @frichti.co !

Pour fêter ça, 10€ offerts sur votre prochaine commande avec le code*:
",Découvrez votre produit totem 😱?,"Une newsletter de Frichti concernant deux nouvelles catégories (""votre top 20"" et ""vos paniers récents"") qu'ils ont créés pour faciliter la vie de leurs clients. L'objectif"
"Mon, 28 Mar 2022 17:14:40 +0000","Save the date : des ventes privées fortes en chocolats 🍫

J-4 avant nos ventes privées à prix wahou !

Pâques is back !
À cette occasion, Frichti lance des Ventes Privées complètement folles !
Deux semaines fortes en chocolat et en produits d’exceptions indispensables du Printemps !
Du chocolat champion du monde de Pierre Marcolini, des pâtisseries gourmandes de Yann Couvreur, et même du champagne…
Mais ce n’est pas tout …
Un ticket d’or sera à gagner dans chaque vente privée.
Vous n’imaginez même pas les cadeaux qu’on vous prépare…

Rendez-vous vendredi à 9h pour un dessert ultra-gourmand du chef Yann Couvreur à prix canon :

motionmailapp.com
",Rendez-vous le 1er avril pour nos ventes privées de Pâques 🚨?,"Une newsletter de Frichti concernant leurs ventes privées à prix discount pour Pâques. Des produits en chocolat de Pierre Marcolini, des pâtisseries de Yann Couvreur, du champagne et des cadeaux à"
"Mon, 28 Mar 2022 16:49:33 +0000","Save the date : des ventes privées fortes en chocolats 🍫

J-4 avant nos ventes privées à prix wahou !

Pâques is back !
À cette occasion, Frichti lance des Ventes Privées complètement folles !
Deux semaines fortes en chocolat et en produits d’exceptions indispensables du Printemps !
Du chocolat champion du monde de Pierre Marcolini, des pâtisseries gourmandes de Yann Couvreur, et même du champagne…
Mais ce n’est pas tout …
Un ticket d’or sera à gagner dans chaque vente privée.
Vous n’imaginez même pas les cadeaux qu’on vous prépare…

Rendez-vous vendredi à 9h pour un dessert ultra-gourmand du chef Yann Couvreur à prix canon :

motionmailapp.com
",Rendez-vous le 1er avril pour nos ventes privées de Pâques 🚨?,Une newsletter de Frichti concernant des ventes privées à venir avec des prix canon sur des desserts gourmands.
"Mon, 12 Jul 2021 16:44:26 +0000","Et bénéficier de vos 50€ offerts 🔥

Votre Frichti Pass vous attend !

Il vous reste 18 jours pour activer votre pass et bénéficier de 50€ offerts.

Pour l'activer, passez tout simplement une commande avec votre compte et ajoutez le code*
PASS-LX29 :  5 x 10€ offerts
dès 30€ d’achats sur vos 5 prochaines commandes Frichti Market !

Ne tardez pas à activer votre pass avant qu'il ne soit trop tard !
",Il vous reste 18 jours pour activer votre Frichti Pass !?,"Une newsletter de Frichti concernant leur 'Frichti Pass'. Ce dernier offre 50€ de réduction sur 5 commandes, mais l'utilisateur n'a que 18 jours pour l'activer."
"Mon, 16 May 2022 16:00:02 +0000","Embarquez pour un voyage aussi rapide que bon…

Sur le pas de votre porte, vos kits recettes du monde entier atterrissent.
Rapide, et facile, pas plus de 10min de préparation !
Alors, vous visitez quel pays ce soir ?
En ce moment, profitez de 10€ offerts sur les kits recettes dès 30€ d'achat avec le code* :
",10€ offerts sur nos kits recettes autour du monde 🏝?,Une newsletter de Frichti concernant une promotion de 10€ pour l'achat de recettes du monde entier.
